Age,Gender,Disability,MaritalStatus,Caste,Aadhaar,Mobile,District,Scheme
57,Female,1,Married,OBC,1,0,DARBHANGA,IGNDPS
42,Male,1,Single,GEN,0,1,DARBHANGA,IGNDPS
43,Female,1,Single,GEN,1,1,DARBHANGA,IGNDPS
42,Male,1,Married,GEN,1,1,DARBHANGA,IGNDPS
36,Female,1,Married,GEN,1,0,DARBHANGA,IGNDPS
49,Female,1,Single,GEN,1,1,DARBHANGA,IGNDPS
18,Male,1,Single,GEN,0,0,DARBHANGA,IGNDPS
19,Female,1,Married,GEN,0,1,DARBHANGA,IGNDPS
57,Female,1,Single,GEN,1,1,DARBHANGA,IGNDPS
54,Male,1,Single,GEN,1,1,DARBHANGA,IGNDPS
50,Male,1,Single,GEN,1,1,DARBHANGA,IGNDPS
31,Female,1,Married,SC,1,1,DARBHANGA,IGNDPS
47,Male,1,Married,SC,1,1,DARBHANGA,IGNDPS
48,Male,1,Single,GEN,1,0,DARBHANGA,IGNDPS
51,Male,1,Single,GEN,1,1,DARBHANGA,IGNDPS
60,Female,1,Single,GEN,1,0,DARBHANGA,IGNDPS
39,Female,1,Married,GEN,1,1,DARBHANGA,IGNDPS
45,Male,1,Married,SC,1,1,DARBHANGA,IGNDPS
43,Male,1,Married,SC,0,1,DARBHANGA,IGNDPS
73,Male,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
89,Female,0,Married,OBC,1,1,DARBHANGA,IGNOAPS
90,Female,0,Single,GEN,1,0,DARBHANGA,IGNOAPS
62,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
87,Male,0,Widowed,GEN,0,1,DARBHANGA,IGNOAPS
67,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
88,Female,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
67,Female,0,Single,GEN,0,1,DARBHANGA,IGNOAPS
77,Male,0,Widowed,OBC,1,1,DARBHANGA,IGNOAPS
64,Male,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
60,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
60,Female,0,Widowed,OBC,0,1,DARBHANGA,IGNOAPS
67,Male,0,Single,OBC,1,1,DARBHANGA,IGNOAPS
67,Male,0,Single,ST,1,1,DARBHANGA,IGNOAPS
73,Female,0,Married,SC,0,1,DARBHANGA,IGNOAPS
72,Male,0,Single,OBC,1,1,DARBHANGA,IGNOAPS
72,Female,0,Married,OBC,1,0,DARBHANGA,IGNOAPS
86,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
73,Male,0,Widowed,GEN,1,0,DARBHANGA,IGNOAPS
73,Female,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
81,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
78,Female,0,Single,GEN,1,0,DARBHANGA,IGNOAPS
88,Female,0,Married,SC,0,1,DARBHANGA,IGNOAPS
86,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNOAPS
63,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
65,Female,0,Widowed,GEN,0,0,DARBHANGA,IGNOAPS
71,Male,0,Widowed,SC,1,0,DARBHANGA,IGNOAPS
68,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
66,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
86,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
79,Female,0,Single,SC,1,1,DARBHANGA,IGNOAPS
62,Male,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
85,Female,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
84,Female,0,Married,GEN,1,0,DARBHANGA,IGNOAPS
84,Male,0,Married,OBC,1,1,DARBHANGA,IGNOAPS
87,Male,0,Widowed,GEN,1,0,DARBHANGA,IGNOAPS
77,Female,0,Single,SC,1,1,DARBHANGA,IGNOAPS
66,Male,0,Widowed,GEN,1,0,DARBHANGA,IGNOAPS
80,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
74,Female,0,Single,SC,1,1,DARBHANGA,IGNOAPS
74,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
74,Female,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
69,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
60,Male,0,Single,GEN,0,1,DARBHANGA,IGNOAPS
88,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNOAPS
69,Male,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
83,Male,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
88,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
85,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
72,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
84,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNOAPS
76,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
74,Male,0,Single,ST,1,1,DARBHANGA,IGNOAPS
86,Male,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
78,Female,0,Married,OBC,0,0,DARBHANGA,IGNOAPS
78,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNOAPS
86,Female,0,Single,OBC,1,1,DARBHANGA,IGNOAPS
86,Female,0,Single,OBC,0,1,DARBHANGA,IGNOAPS
74,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
82,Male,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
88,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
61,Female,0,Widowed,SC,0,1,DARBHANGA,IGNOAPS
60,Female,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
87,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
63,Male,0,Single,GEN,0,1,DARBHANGA,IGNOAPS
60,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
60,Female,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
81,Female,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
61,Female,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
74,Female,0,Married,OBC,1,1,DARBHANGA,IGNOAPS
62,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
70,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
79,Female,0,Widowed,SC,1,1,DARBHANGA,IGNOAPS
90,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
82,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
61,Male,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
61,Female,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
89,Female,0,Married,GEN,1,0,DARBHANGA,IGNOAPS
60,Female,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
75,Male,0,Married,OBC,1,1,DARBHANGA,IGNOAPS
84,Male,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
88,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
80,Female,0,Single,GEN,1,0,DARBHANGA,IGNOAPS
80,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
74,Male,0,Single,GEN,1,1,DARBHANGA,IGNOAPS
72,Male,0,Single,SC,0,1,DARBHANGA,IGNOAPS
89,Male,0,Married,GEN,0,1,DARBHANGA,IGNOAPS
62,Male,0,Single,GEN,1,0,DARBHANGA,IGNOAPS
89,Male,0,Single,ST,1,1,DARBHANGA,IGNOAPS
70,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
61,Male,0,Married,OBC,1,1,DARBHANGA,IGNOAPS
76,Male,0,Widowed,OBC,1,1,DARBHANGA,IGNOAPS
65,Female,0,Married,SC,0,1,DARBHANGA,IGNOAPS
81,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
74,Female,0,Single,SC,1,0,DARBHANGA,IGNOAPS
75,Female,0,Widowed,SC,1,0,DARBHANGA,IGNOAPS
84,Male,0,Widowed,GEN,1,1,DARBHANGA,IGNOAPS
67,Male,0,Married,SC,1,1,DARBHANGA,IGNOAPS
80,Male,0,Married,GEN,1,1,DARBHANGA,IGNOAPS
62,Female,0,Married,OBC,0,1,DARBHANGA,IGNOAPS
77,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
59,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
44,Female,0,Widowed,OBC,0,0,DARBHANGA,IGNWPS
44,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
74,Female,0,Widowed,OBC,0,1,DARBHANGA,IGNWPS
73,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
46,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
52,Female,0,Widowed,SC,1,0,DARBHANGA,IGNWPS
48,Female,0,Widowed,SC,0,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
63,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
60,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
64,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
80,Female,0,Widowed,OBC,0,1,DARBHANGA,IGNWPS
59,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
40,Female,0,Widowed,GEN,0,0,DARBHANGA,IGNWPS
70,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
57,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
52,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
51,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
63,Female,0,Widowed,SC,0,1,DARBHANGA,IGNWPS
48,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
42,Female,0,Widowed,SC,1,0,DARBHANGA,IGNWPS
61,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
75,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
64,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
74,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
49,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
42,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
56,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
54,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
53,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
63,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
77,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
40,Female,0,Widowed,SC,0,1,DARBHANGA,IGNWPS
56,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
73,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
51,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
62,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
59,Female,0,Widowed,SC,0,1,DARBHANGA,IGNWPS
44,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
72,Female,0,Widowed,GEN,0,0,DARBHANGA,IGNWPS
65,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
72,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
49,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
53,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
56,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
52,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
77,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
58,Female,0,Widowed,GEN,0,0,DARBHANGA,IGNWPS
51,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
73,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
78,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
52,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
66,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
61,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
46,Female,0,Widowed,OBC,0,1,DARBHANGA,IGNWPS
46,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
56,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNWPS
66,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
80,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
54,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
72,Female,0,Widowed,SC,0,1,DARBHANGA,IGNWPS
46,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
75,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNWPS
75,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
56,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNWPS
48,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
68,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
77,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
73,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
58,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
57,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
45,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
48,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
73,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
46,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
41,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
60,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
52,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
72,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
42,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,0,0,DARBHANGA,IGNWPS
44,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
53,Female,0,Widowed,GEN,0,1,DARBHANGA,IGNWPS
41,Female,0,Widowed,OBC,0,1,DARBHANGA,IGNWPS
48,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
40,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNWPS
77,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
61,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
61,Female,0,Widowed,SC,1,1,DARBHANGA,IGNWPS
68,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
59,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
50,Female,0,Widowed,GEN,1,0,DARBHANGA,IGNWPS
75,Female,0,Widowed,OBC,1,0,DARBHANGA,IGNWPS
60,Female,0,Widowed,OBC,1,1,DARBHANGA,IGNWPS
45,Female,0,Widowed,GEN,1,1,DARBHANGA,IGNWPS
20,Female,1,Single,GEN,0,1,GAYA,IGNDPS
18,Male,1,Married,GEN,1,1,GAYA,IGNDPS
46,Male,1,Single,GEN,1,0,GAYA,IGNDPS
45,Male,1,Married,GEN,0,1,GAYA,IGNDPS
36,Female,1,Single,SC,1,1,GAYA,IGNDPS
51,Female,1,Married,SC,1,1,GAYA,IGNDPS
54,Male,1,Married,SC,1,1,GAYA,IGNDPS
22,Male,1,Single,SC,0,1,GAYA,IGNDPS
58,Male,1,Single,GEN,1,1,GAYA,IGNDPS
42,Female,1,Single,GEN,1,1,GAYA,IGNDPS
44,Male,1,Married,GEN,1,1,GAYA,IGNDPS
60,Male,1,Married,GEN,1,1,GAYA,IGNDPS
22,Male,1,Married,OBC,0,0,GAYA,IGNDPS
39,Female,1,Married,GEN,1,1,GAYA,IGNDPS
25,Male,1,Married,GEN,1,1,GAYA,IGNDPS
31,Female,1,Single,SC,0,1,GAYA,IGNDPS
55,Male,1,Married,GEN,1,1,GAYA,IGNDPS
46,Male,1,Married,GEN,1,1,GAYA,IGNDPS
56,Male,1,Married,SC,1,0,GAYA,IGNDPS
24,Male,1,Single,ST,1,1,GAYA,IGNDPS
53,Male,1,Single,GEN,1,1,GAYA,IGNDPS
41,Male,1,Married,GEN,1,1,GAYA,IGNDPS
32,Female,1,Married,OBC,1,1,GAYA,IGNDPS
37,Male,1,Single,OBC,1,0,GAYA,IGNDPS
27,Male,1,Married,GEN,0,0,GAYA,IGNDPS
37,Male,1,Single,GEN,1,0,GAYA,IGNDPS
30,Male,1,Married,GEN,1,0,GAYA,IGNDPS
28,Male,1,Single,GEN,1,0,GAYA,IGNDPS
46,Female,1,Married,OBC,1,0,GAYA,IGNDPS
52,Male,1,Married,GEN,1,1,GAYA,IGNDPS
32,Male,1,Married,SC,1,1,GAYA,IGNDPS
41,Female,1,Married,GEN,0,1,GAYA,IGNDPS
32,Male,1,Married,GEN,1,1,GAYA,IGNDPS
27,Female,1,Married,SC,0,1,GAYA,IGNDPS
34,Female,1,Married,SC,1,1,GAYA,IGNDPS
27,Female,1,Married,GEN,1,1,GAYA,IGNDPS
22,Male,1,Married,SC,0,1,GAYA,IGNDPS
38,Male,1,Married,GEN,1,1,GAYA,IGNDPS
55,Female,1,Married,GEN,1,1,GAYA,IGNDPS
19,Male,1,Married,GEN,1,1,GAYA,IGNDPS
57,Male,1,Single,GEN,1,1,GAYA,IGNDPS
57,Female,1,Married,GEN,1,1,GAYA,IGNDPS
43,Female,1,Married,GEN,1,1,GAYA,IGNDPS
56,Female,1,Single,OBC,0,1,GAYA,IGNDPS
32,Male,1,Married,GEN,0,0,GAYA,IGNDPS
46,Male,1,Single,GEN,1,1,GAYA,IGNDPS
22,Male,1,Married,SC,1,1,GAYA,IGNDPS
31,Male,1,Single,GEN,1,1,GAYA,IGNDPS
25,Female,1,Married,OBC,1,0,GAYA,IGNDPS
54,Female,1,Single,GEN,1,1,GAYA,IGNDPS
20,Male,1,Married,GEN,1,1,GAYA,IGNDPS
38,Male,1,Married,GEN,1,1,GAYA,IGNDPS
23,Male,1,Married,GEN,1,0,GAYA,IGNDPS
32,Female,1,Married,GEN,1,0,GAYA,IGNDPS
51,Female,1,Single,GEN,1,1,GAYA,IGNDPS
37,Male,1,Single,GEN,1,1,GAYA,IGNDPS
18,Male,1,Single,SC,1,1,GAYA,IGNDPS
56,Male,1,Single,GEN,1,1,GAYA,IGNDPS
30,Female,1,Single,GEN,1,0,GAYA,IGNDPS
32,Female,1,Single,GEN,1,1,GAYA,IGNDPS
21,Male,1,Married,GEN,1,1,GAYA,IGNDPS
44,Male,1,Single,GEN,1,1,GAYA,IGNDPS
59,Female,1,Married,GEN,0,0,GAYA,IGNDPS
58,Male,1,Single,ST,1,1,GAYA,IGNDPS
51,Male,1,Single,GEN,1,1,GAYA,IGNDPS
35,Male,1,Single,GEN,1,1,GAYA,IGNDPS
60,Male,1,Married,GEN,0,0,GAYA,IGNDPS
25,Male,1,Married,GEN,1,0,GAYA,IGNDPS
60,Male,1,Married,GEN,0,1,GAYA,IGNDPS
33,Male,1,Single,GEN,1,1,GAYA,IGNDPS
23,Male,1,Married,SC,0,1,GAYA,IGNDPS
41,Male,1,Single,SC,1,1,GAYA,IGNDPS
50,Male,1,Married,ST,1,0,GAYA,IGNDPS
29,Male,1,Single,GEN,0,1,GAYA,IGNDPS
30,Female,1,Married,OBC,1,0,GAYA,IGNDPS
34,Male,1,Single,GEN,1,0,GAYA,IGNDPS
27,Male,1,Married,GEN,1,1,GAYA,IGNDPS
43,Female,1,Married,GEN,0,1,GAYA,IGNDPS
44,Female,1,Married,SC,1,1,GAYA,IGNDPS
49,Female,1,Married,GEN,1,1,GAYA,IGNDPS
44,Female,1,Single,GEN,0,0,GAYA,IGNDPS
33,Female,1,Single,GEN,1,1,GAYA,IGNDPS
22,Male,1,Single,SC,1,1,GAYA,IGNDPS
45,Male,1,Single,SC,1,1,GAYA,IGNDPS
36,Female,1,Married,GEN,1,0,GAYA,IGNDPS
25,Female,1,Married,GEN,1,0,GAYA,IGNDPS
36,Male,1,Single,GEN,1,1,GAYA,IGNDPS
42,Male,1,Married,GEN,1,1,GAYA,IGNDPS
52,Male,1,Single,GEN,1,0,GAYA,IGNDPS
55,Male,1,Single,SC,1,1,GAYA,IGNDPS
23,Male,1,Single,GEN,1,1,GAYA,IGNDPS
59,Male,1,Single,SC,0,0,GAYA,IGNDPS
37,Male,1,Married,SC,1,0,GAYA,IGNDPS
47,Male,1,Married,SC,1,0,GAYA,IGNDPS
35,Male,1,Married,GEN,0,0,GAYA,IGNDPS
48,Female,1,Single,GEN,1,1,GAYA,IGNDPS
25,Male,1,Married,GEN,1,0,GAYA,IGNDPS
38,Male,1,Single,SC,1,1,GAYA,IGNDPS
51,Female,1,Single,SC,1,1,GAYA,IGNDPS
57,Female,1,Married,GEN,1,1,GAYA,IGNDPS
88,Female,0,Widowed,SC,1,0,GAYA,IGNOAPS
72,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
70,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
82,Female,0,Married,SC,1,1,GAYA,IGNOAPS
86,Male,0,Widowed,SC,1,1,GAYA,IGNOAPS
81,Male,0,Single,SC,1,1,GAYA,IGNOAPS
62,Female,0,Single,SC,1,0,GAYA,IGNOAPS
64,Female,0,Married,GEN,1,0,GAYA,IGNOAPS
79,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
74,Male,0,Widowed,OBC,1,1,GAYA,IGNOAPS
65,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
66,Female,0,Married,OBC,1,1,GAYA,IGNOAPS
82,Female,0,Single,SC,1,1,GAYA,IGNOAPS
64,Female,0,Widowed,GEN,0,1,GAYA,IGNOAPS
86,Male,0,Married,SC,1,1,GAYA,IGNOAPS
81,Male,0,Married,ST,1,1,GAYA,IGNOAPS
71,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
78,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
62,Male,0,Single,GEN,0,0,GAYA,IGNOAPS
68,Female,0,Married,GEN,0,1,GAYA,IGNOAPS
89,Male,0,Widowed,SC,1,0,GAYA,IGNOAPS
69,Female,0,Single,GEN,0,1,GAYA,IGNOAPS
76,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
86,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
68,Female,0,Single,SC,1,0,GAYA,IGNOAPS
76,Female,0,Widowed,GEN,1,1,GAYA,IGNOAPS
64,Female,0,Widowed,GEN,1,1,GAYA,IGNOAPS
79,Male,0,Single,SC,1,1,GAYA,IGNOAPS
69,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
67,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
83,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
64,Male,0,Widowed,SC,1,0,GAYA,IGNOAPS
62,Female,0,Widowed,OBC,1,1,GAYA,IGNOAPS
69,Female,0,Widowed,SC,0,1,GAYA,IGNOAPS
80,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
81,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
69,Female,0,Widowed,GEN,1,1,GAYA,IGNOAPS
60,Male,0,Single,SC,1,0,GAYA,IGNOAPS
61,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
90,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
64,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
69,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
85,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
86,Female,0,Widowed,GEN,1,0,GAYA,IGNOAPS
75,Male,0,Widowed,GEN,0,1,GAYA,IGNOAPS
90,Female,0,Single,GEN,0,1,GAYA,IGNOAPS
77,Female,0,Married,GEN,1,0,GAYA,IGNOAPS
82,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
85,Female,0,Married,SC,1,1,GAYA,IGNOAPS
60,Female,0,Widowed,SC,0,1,GAYA,IGNOAPS
64,Female,0,Single,OBC,1,1,GAYA,IGNOAPS
63,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
89,Female,0,Widowed,GEN,1,0,GAYA,IGNOAPS
82,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
71,Male,0,Married,SC,1,1,GAYA,IGNOAPS
81,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
87,Female,0,Married,GEN,1,0,GAYA,IGNOAPS
78,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
68,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
78,Female,0,Married,SC,1,1,GAYA,IGNOAPS
76,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
81,Female,0,Married,SC,1,1,GAYA,IGNOAPS
77,Male,0,Married,GEN,1,1,GAYA,IGNOAPS
84,Female,0,Single,GEN,1,0,GAYA,IGNOAPS
88,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
73,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
78,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
72,Female,0,Married,SC,0,1,GAYA,IGNOAPS
82,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
60,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
71,Female,0,Married,SC,1,1,GAYA,IGNOAPS
73,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
75,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
68,Female,0,Widowed,GEN,1,1,GAYA,IGNOAPS
66,Male,0,Married,SC,1,1,GAYA,IGNOAPS
78,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
84,Male,0,Widowed,SC,1,1,GAYA,IGNOAPS
85,Male,0,Widowed,SC,1,1,GAYA,IGNOAPS
65,Female,0,Single,GEN,1,1,GAYA,IGNOAPS
74,Female,0,Single,OBC,1,1,GAYA,IGNOAPS
81,Female,0,Widowed,GEN,1,1,GAYA,IGNOAPS
61,Male,0,Single,GEN,0,0,GAYA,IGNOAPS
86,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
68,Female,0,Single,SC,1,1,GAYA,IGNOAPS
65,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
80,Female,0,Married,SC,1,1,GAYA,IGNOAPS
77,Male,0,Single,GEN,1,1,GAYA,IGNOAPS
71,Female,0,Single,SC,1,1,GAYA,IGNOAPS
61,Female,0,Single,OBC,1,1,GAYA,IGNOAPS
85,Female,0,Married,GEN,1,0,GAYA,IGNOAPS
63,Male,0,Married,SC,1,1,GAYA,IGNOAPS
65,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
90,Male,0,Married,SC,1,1,GAYA,IGNOAPS
63,Male,0,Widowed,GEN,1,1,GAYA,IGNOAPS
75,Male,0,Widowed,SC,1,1,GAYA,IGNOAPS
81,Female,0,Widowed,SC,1,1,GAYA,IGNOAPS
65,Female,0,Married,GEN,1,1,GAYA,IGNOAPS
82,Female,0,Married,GEN,0,1,GAYA,IGNOAPS
89,Female,0,Widowed,GEN,1,0,GAYA,IGNOAPS
83,Female,0,Widowed,SC,1,0,GAYA,IGNOAPS
65,Female,0,Widowed,SC,0,1,GAYA,IGNWPS
64,Female,0,Widowed,SC,1,1,GAYA,IGNWPS
42,Female,0,Widowed,GEN,0,1,GAYA,IGNWPS
47,Female,0,Widowed,GEN,0,0,GAYA,IGNWPS
64,Female,0,Widowed,GEN,1,1,GAYA,IGNWPS
65,Female,0,Widowed,SC,1,1,GAYA,IGNWPS
71,Female,0,Widowed,SC,1,1,GAYA,IGNWPS
60,Female,0,Widowed,SC,1,1,GAYA,IGNWPS
74,Female,0,Widowed,GEN,1,1,GAYA,IGNWPS
